Node_ID,Top_1,Top_2,Top_3,Top_4,Top_5
14468,"(5353, 0.8786391019821167)","(13200, 0.8770610690116882)","(7635, 0.8695623278617859)","(5355, 0.8682737946510315)","(5755, 0.8675918579101562)"
14469,"(5353, 0.8749663829803467)","(13200, 0.8738110065460205)","(5355, 0.867598295211792)","(7635, 0.8670985698699951)","(5755, 0.8658331632614136)"
14470,"(13200, 0.8791598081588745)","(5353, 0.8755636215209961)","(7635, 0.8724710941314697)","(5355, 0.8719871044158936)","(5755, 0.8671836853027344)"
14471,"(1146, 0.9889165163040161)","(8102, 0.9709454774856567)","(8101, 0.9654274582862854)","(8104, 0.9633613228797913)","(8103, 0.963302493095398)"
14472,"(1146, 0.9900864958763123)","(8102, 0.9733656644821167)","(8101, 0.9679967761039734)","(8103, 0.9660276174545288)","(8104, 0.9658443927764893)"
14473,"(1146, 0.9873862266540527)","(8102, 0.9693667888641357)","(8101, 0.9636934995651245)","(8104, 0.9615830779075623)","(8103, 0.9615285396575928)"
14474,"(1146, 0.991304337978363)","(8102, 0.9751036167144775)","(8101, 0.9699153304100037)","(8103, 0.9678981900215149)","(8104, 0.9678301811218262)"
14475,"(6689, 0.6392011046409607)","(104, 0.6375584006309509)","(14523, 0.6371626257896423)","(1540, 0.636712372303009)","(6690, 0.6361693143844604)"
14476,"(6689, 0.6396572589874268)","(14523, 0.636813759803772)","(1540, 0.6367155313491821)","(6690, 0.6364887952804565)","(104, 0.6359372138977051)"
14477,"(6689, 0.6370639204978943)","(14523, 0.6346051692962646)","(6690, 0.6339170336723328)","(104, 0.633614718914032)","(1540, 0.6336030960083008)"
14478,"(6689, 0.6357975602149963)","(14523, 0.6350010633468628)","(1540, 0.6342134475708008)","(104, 0.6340031027793884)","(105, 0.6331881284713745)"
14479,"(6689, 0.6412652134895325)","(14523, 0.6387366056442261)","(6690, 0.638145923614502)","(104, 0.6379693746566772)","(1540, 0.6375621557235718)"
14480,"(6689, 0.6424778699874878)","(104, 0.640423595905304)","(14523, 0.6402007341384888)","(1540, 0.6397244334220886)","(6690, 0.6395216584205627)"
14481,"(15099, 0.8923670649528503)","(17192, 0.8782457113265991)","(17189, 0.8773750066757202)","(10980, 0.876717746257782)","(6551, 0.8722385168075562)"
14482,"(10980, 0.8916393518447876)","(15099, 0.8885655403137207)","(17192, 0.8815703988075256)","(17189, 0.8719303011894226)","(10979, 0.8715867400169373)"
14483,"(10851, 0.9950871467590332)","(10852, 0.9938846230506897)","(4643, 0.987324059009552)","(4645, 0.986867368221283)","(4642, 0.9851643443107605)"
14484,"(10851, 0.9936090111732483)","(10852, 0.9926823973655701)","(4643, 0.9879562258720398)","(4645, 0.9874933362007141)","(4642, 0.9858928918838501)"
14485,"(10851, 0.9933292865753174)","(10852, 0.9930097460746765)","(4643, 0.9900998473167419)","(4645, 0.9892966151237488)","(4642, 0.988484799861908)"
14486,"(10851, 0.9931918382644653)","(10852, 0.9924405813217163)","(4643, 0.986242949962616)","(4645, 0.9857782125473022)","(4642, 0.984144389629364)"
14487,"(7260, 0.8704630732536316)","(7267, 0.8672239184379578)","(7261, 0.8620954751968384)","(7264, 0.86057049036026)","(7263, 0.8596025705337524)"
14488,"(7260, 0.8724872469902039)","(7264, 0.8696197867393494)","(7261, 0.8672626614570618)","(7267, 0.8670690059661865)","(7263, 0.8654711246490479)"
14489,"(4653, 0.8795081973075867)","(4650, 0.8742809891700745)","(4651, 0.8686533570289612)","(4649, 0.8674741983413696)","(5521, 0.8653587102890015)"
14490,"(4653, 0.8531885743141174)","(7260, 0.8522986769676208)","(5518, 0.8493847250938416)","(4650, 0.8486442565917969)","(7261, 0.848370373249054)"
14491,"(5518, 0.8772804737091064)","(5521, 0.8749391436576843)","(4653, 0.8746282458305359)","(4650, 0.8675638437271118)","(5520, 0.8645323514938354)"
14492,"(4653, 0.8674933314323425)","(4650, 0.8632617592811584)","(7260, 0.8613111972808838)","(4651, 0.8612384796142578)","(7267, 0.855937659740448)"
14493,"(4653, 0.8594709634780884)","(4650, 0.859330952167511)","(4651, 0.8550111651420593)","(7267, 0.8515298366546631)","(7260, 0.8507618308067322)"
14494,"(2987, 0.6457971334457397)","(2988, 0.6439222693443298)","(1785, 0.6412336826324463)","(1786, 0.6405623555183411)","(8974, 0.6394266486167908)"
14495,"(2987, 0.6489651799201965)","(2988, 0.6477287411689758)","(1785, 0.6434464454650879)","(1786, 0.6424446702003479)","(8974, 0.6419015526771545)"
14496,"(2987, 0.6463081240653992)","(2988, 0.6445854306221008)","(1785, 0.6406210660934448)","(8974, 0.6400047540664673)","(1786, 0.6398536562919617)"
14497,"(2987, 0.6465929746627808)","(2988, 0.6448419690132141)","(1785, 0.6418325304985046)","(1786, 0.6410535573959351)","(8974, 0.6407260298728943)"
14498,"(2987, 0.646411657333374)","(2988, 0.6446431875228882)","(1785, 0.6392822265625)","(8974, 0.6386663913726807)","(1786, 0.6385756134986877)"
14499,"(2987, 0.6467275023460388)","(2988, 0.6450259685516357)","(1785, 0.6406683921813965)","(8974, 0.6400330662727356)","(1786, 0.6398415565490723)"
14500,"(2987, 0.647132158279419)","(2988, 0.6455286145210266)","(1785, 0.640247106552124)","(8974, 0.639936625957489)","(1786, 0.6395304203033447)"
14501,"(2987, 0.6505492925643921)","(2988, 0.6488441228866577)","(8974, 0.644154965877533)","(1785, 0.6425344347953796)","(1786, 0.6419047117233276)"
14502,"(2987, 0.6492854356765747)","(2988, 0.6475955843925476)","(8974, 0.6424224376678467)","(1785, 0.6422462463378906)","(1786, 0.6415906548500061)"
14503,"(7434, 0.8682494759559631)","(7435, 0.8579586148262024)","(7436, 0.8555293083190918)","(5679, 0.8502603769302368)","(7433, 0.8475345969200134)"
14504,"(7434, 0.8510744571685791)","(7436, 0.8443326354026794)","(7435, 0.8420975804328918)","(12425, 0.8375097513198853)","(8451, 0.8374623656272888)"
14505,"(7434, 0.863266110420227)","(7436, 0.8556663393974304)","(7435, 0.8531041145324707)","(5679, 0.8494006991386414)","(7433, 0.8437747955322266)"
14506,"(7434, 0.8565654754638672)","(7436, 0.8556085824966431)","(7435, 0.8500816226005554)","(8451, 0.845959484577179)","(8452, 0.8416478633880615)"
14507,"(5524, 0.6506373882293701)","(3014, 0.6491342186927795)","(8974, 0.6477324962615967)","(14047, 0.6464889049530029)","(8975, 0.6464561820030212)"
14508,"(5524, 0.6508963108062744)","(3014, 0.6492093205451965)","(8974, 0.6476055979728699)","(8975, 0.6463990211486816)","(14047, 0.6463713049888611)"
14509,"(5524, 0.6502641439437866)","(3014, 0.6488299369812012)","(8974, 0.6467323303222656)","(3013, 0.6459604501724243)","(14047, 0.6456536054611206)"
14510,"(5524, 0.6517540812492371)","(3014, 0.6516320109367371)","(8974, 0.6494590044021606)","(3013, 0.648664653301239)","(8975, 0.6484642624855042)"
14511,"(5524, 0.651611864566803)","(3014, 0.6496903300285339)","(8974, 0.6481719613075256)","(8975, 0.6469640135765076)","(14047, 0.6466280221939087)"
14512,"(8523, 0.8546106815338135)","(8520, 0.8537959456443787)","(8522, 0.8503394722938538)","(8521, 0.8496491312980652)","(8519, 0.8458328247070312)"
14513,"(8520, 0.8597065210342407)","(8523, 0.8560308814048767)","(8521, 0.8499231934547424)","(8525, 0.8496830463409424)","(8522, 0.8438748121261597)"
14514,"(8520, 0.8548574447631836)","(8523, 0.8500370979309082)","(8521, 0.8476324677467346)","(12433, 0.8472903966903687)","(8519, 0.8440174460411072)"
14515,"(8523, 0.8432043194770813)","(8520, 0.8425427675247192)","(8521, 0.8327538371086121)","(8525, 0.8315504193305969)","(8522, 0.8303443193435669)"
14516,"(8523, 0.8648940920829773)","(8520, 0.8616207838058472)","(8521, 0.8588845133781433)","(8525, 0.85206538438797)","(8519, 0.8488881587982178)"
14517,"(2830, 0.6397286653518677)","(2831, 0.6372247338294983)","(3679, 0.6358378529548645)","(3681, 0.6358202695846558)","(14046, 0.634856104850769)"
14518,"(2830, 0.6400034427642822)","(2831, 0.6375794410705566)","(3679, 0.6362689137458801)","(3681, 0.6362477540969849)","(14046, 0.6340979337692261)"
14519,"(1795, 0.9869261980056763)","(438, 0.9840037226676941)","(907, 0.9834779500961304)","(17712, 0.983461320400238)","(14376, 0.9807529449462891)"
14520,"(1795, 0.9859421253204346)","(4689, 0.9834995865821838)","(17712, 0.9827603697776794)","(907, 0.9814931750297546)","(14376, 0.9794448614120483)"
14521,"(1039, 0.648720383644104)","(1038, 0.64658522605896)","(1552, 0.6453670263290405)","(1553, 0.6443109512329102)","(1551, 0.6427009701728821)"
14522,"(1039, 0.649491548538208)","(1038, 0.6473886966705322)","(1552, 0.6428406834602356)","(1553, 0.6417211890220642)","(4034, 0.6404275894165039)"
14523,"(3476, 0.9895777106285095)","(729, 0.9895191192626953)","(4222, 0.9892707467079163)","(4223, 0.9891334772109985)","(3475, 0.9891266822814941)"
14524,"(11150, 0.9874553084373474)","(3476, 0.9874019026756287)","(729, 0.9869942665100098)","(4222, 0.9869065880775452)","(11149, 0.986805260181427)"
14525,"(4315, 0.651202917098999)","(4316, 0.6494278907775879)","(2987, 0.6429547667503357)","(1540, 0.6358535289764404)","(1936, 0.635184645652771)"
14526,"(4315, 0.6512700915336609)","(4316, 0.6488696336746216)","(2987, 0.6429334878921509)","(9915, 0.6370790004730225)","(9913, 0.6368891596794128)"
14527,"(4315, 0.6499916315078735)","(4316, 0.6478297114372253)","(2987, 0.6425038576126099)","(9915, 0.6381164193153381)","(9913, 0.6380586624145508)"
14528,"(4315, 0.6496544480323792)","(4316, 0.6475442051887512)","(2987, 0.6427777409553528)","(9915, 0.638115406036377)","(9913, 0.6379048228263855)"
14529,"(4315, 0.6507238149642944)","(4316, 0.6486237645149231)","(2987, 0.6432510614395142)","(1540, 0.6358802914619446)","(1936, 0.634795069694519)"
14530,"(11149, 0.647028386592865)","(11150, 0.6448950171470642)","(4222, 0.6438546776771545)","(5588, 0.6426647901535034)","(2518, 0.6420953869819641)"
14531,"(11149, 0.6448916792869568)","(11150, 0.6428442597389221)","(4222, 0.6423664689064026)","(5588, 0.6410349011421204)","(2518, 0.6406525373458862)"
14532,"(11149, 0.6467574238777161)","(11150, 0.6447308659553528)","(4222, 0.6439412236213684)","(5588, 0.642522394657135)","(5587, 0.6415771842002869)"
14533,"(11149, 0.6458004117012024)","(11150, 0.6439812183380127)","(4222, 0.6430296301841736)","(2518, 0.6418297290802002)","(5588, 0.6417356729507446)"
14534,"(11149, 0.6448473334312439)","(11150, 0.6427898406982422)","(4222, 0.6426564455032349)","(5588, 0.6409795880317688)","(4223, 0.6400859951972961)"
14535,"(13695, 0.8643330931663513)","(13692, 0.8612256646156311)","(8929, 0.8597561717033386)","(13693, 0.8513070344924927)","(12703, 0.8334010243415833)"
14536,"(13693, 0.8473989367485046)","(13695, 0.843306839466095)","(8929, 0.8373929262161255)","(13692, 0.8332183361053467)","(12701, 0.8193122148513794)"
14537,"(13695, 0.8516191840171814)","(13693, 0.8477039933204651)","(13692, 0.8422086238861084)","(8929, 0.8343324065208435)","(12703, 0.8273971676826477)"
14538,"(13695, 0.8538324236869812)","(13693, 0.8445438146591187)","(8929, 0.8431432843208313)","(13692, 0.8417128920555115)","(5471, 0.8254326581954956)"
14539,"(8929, 0.8518762588500977)","(12701, 0.8402338624000549)","(13695, 0.8395877480506897)","(6037, 0.8367711305618286)","(12703, 0.8322033882141113)"
14540,"(13695, 0.8525190353393555)","(8929, 0.8474178910255432)","(13693, 0.8453794121742249)","(13692, 0.8436013460159302)","(12701, 0.8432144522666931)"
14541,"(13695, 0.8550405502319336)","(8929, 0.853323757648468)","(12701, 0.8397273421287537)","(13692, 0.8386345505714417)","(6037, 0.8342947959899902)"
14542,"(12995, 0.644075870513916)","(4065, 0.6404181718826294)","(4066, 0.6399291753768921)","(2831, 0.6384117007255554)","(12996, 0.6370936036109924)"
14543,"(12995, 0.6444618105888367)","(4065, 0.6395677924156189)","(4066, 0.6391584873199463)","(2831, 0.6384970545768738)","(12996, 0.6376082301139832)"
14544,"(12995, 0.6439710259437561)","(4065, 0.6393395662307739)","(4066, 0.6388033032417297)","(2831, 0.6381725072860718)","(12996, 0.6371078491210938)"
14545,"(12995, 0.6431303024291992)","(4065, 0.6402724981307983)","(4066, 0.6396815776824951)","(2831, 0.6381070613861084)","(12996, 0.6360896229743958)"
14546,"(4034, 0.653177797794342)","(4033, 0.6462557911872864)","(12892, 0.6414052844047546)","(105, 0.6405629515647888)","(2518, 0.6398555040359497)"
14547,"(4034, 0.6541692018508911)","(4033, 0.6476302146911621)","(2518, 0.6414005160331726)","(105, 0.6413903832435608)","(12892, 0.6412538886070251)"
14548,"(4034, 0.6526703238487244)","(4033, 0.6462044715881348)","(105, 0.6409717798233032)","(12892, 0.6408854126930237)","(2518, 0.6397238373756409)"
14549,"(4034, 0.6546056866645813)","(4033, 0.6478980779647827)","(12892, 0.642304003238678)","(2518, 0.6413378715515137)","(105, 0.6413019299507141)"
14550,"(4034, 0.6555690169334412)","(4033, 0.6488432884216309)","(12892, 0.6432240605354309)","(105, 0.6430719494819641)","(7755, 0.6423478126525879)"
14551,"(4034, 0.6526142954826355)","(4033, 0.6458793878555298)","(105, 0.6411241888999939)","(12892, 0.6405295133590698)","(2518, 0.640207052230835)"
14552,"(4034, 0.6512656211853027)","(4033, 0.6443897485733032)","(12892, 0.6383330821990967)","(105, 0.6379490494728088)","(7755, 0.6369925141334534)"
14553,"(5471, 0.864425778388977)","(16671, 0.8614866733551025)","(16673, 0.8558588027954102)","(5470, 0.8501761555671692)","(16670, 0.8490793704986572)"
14554,"(5471, 0.8691909313201904)","(16671, 0.8595342636108398)","(16673, 0.8562582731246948)","(5470, 0.8501667380332947)","(16674, 0.8478685617446899)"
14555,"(16671, 0.8643183708190918)","(16673, 0.8532328009605408)","(5471, 0.8507862687110901)","(16674, 0.8498826026916504)","(16670, 0.8476513028144836)"
14556,"(16671, 0.8526953458786011)","(5471, 0.8525317311286926)","(17040, 0.8425168991088867)","(16673, 0.838702917098999)","(16674, 0.8348076939582825)"
14557,"(5471, 0.7734173536300659)","(17727, 0.7699595093727112)","(4712, 0.7613857984542847)","(4711, 0.7584304213523865)","(5470, 0.7565096020698547)"
14558,"(5289, 0.9862131476402283)","(5290, 0.9847533106803894)","(5291, 0.9833890795707703)","(5292, 0.9832459688186646)","(5288, 0.9824554324150085)"
14559,"(5288, 0.9852485656738281)","(5291, 0.9840872883796692)","(5290, 0.9830220937728882)","(5289, 0.9822251796722412)","(5292, 0.9806954264640808)"
14560,"(831, 0.6404794454574585)","(3014, 0.6383572220802307)","(832, 0.6381142735481262)","(6689, 0.6369131803512573)","(560, 0.6365005970001221)"
14561,"(831, 0.6430909633636475)","(832, 0.6401152610778809)","(6689, 0.6397696733474731)","(3014, 0.6385083198547363)","(560, 0.6377051472663879)"
14562,"(831, 0.6460468769073486)","(832, 0.6433349251747131)","(6689, 0.6432932615280151)","(3014, 0.643276035785675)","(560, 0.6430809497833252)"
14563,"(831, 0.6520426869392395)","(832, 0.6492442488670349)","(6689, 0.6489256024360657)","(3014, 0.6487402319908142)","(8974, 0.6472660303115845)"
14564,"(831, 0.6415879726409912)","(832, 0.6389766335487366)","(560, 0.6388136744499207)","(562, 0.6373304724693298)","(6689, 0.6372108459472656)"
14565,"(560, 0.641623318195343)","(831, 0.6407173275947571)","(562, 0.6400324702262878)","(561, 0.6393324136734009)","(832, 0.637794554233551)"
14566,"(831, 0.6558986306190491)","(6689, 0.6537227630615234)","(3014, 0.6530936360359192)","(832, 0.6530344486236572)","(2605, 0.6513010859489441)"
14567,"(831, 0.6539849638938904)","(3014, 0.6525428891181946)","(6689, 0.6522887349128723)","(832, 0.6517474055290222)","(8974, 0.6502169966697693)"
14568,"(560, 0.6432775855064392)","(831, 0.64287930727005)","(562, 0.6415894031524658)","(561, 0.6407511830329895)","(832, 0.640017032623291)"
14569,"(831, 0.6483361721038818)","(832, 0.6456658244132996)","(6689, 0.6451125741004944)","(3014, 0.6441212296485901)","(2605, 0.643501877784729)"
14570,"(831, 0.6415739059448242)","(6689, 0.6394397616386414)","(560, 0.6392182111740112)","(832, 0.6388585567474365)","(3014, 0.6387016773223877)"
14571,"(9683, 0.6586800813674927)","(9684, 0.657378077507019)","(12996, 0.6465941667556763)","(12995, 0.646334707736969)","(5524, 0.6370969414710999)"
14572,"(9683, 0.657837986946106)","(9684, 0.6564151048660278)","(12995, 0.6460999250411987)","(12996, 0.6459074020385742)","(5524, 0.6360054016113281)"
14573,"(9683, 0.6586853861808777)","(9684, 0.6569401025772095)","(12996, 0.6464527249336243)","(12995, 0.6462432146072388)","(5524, 0.6348464488983154)"
14574,"(12537, 0.8442787528038025)","(12533, 0.8418178558349609)","(12534, 0.8401901125907898)","(12536, 0.8371790647506714)","(12535, 0.8311433792114258)"
14575,"(12537, 0.8505589962005615)","(12534, 0.845750093460083)","(12533, 0.8399015665054321)","(12536, 0.8372947573661804)","(12535, 0.8348429203033447)"
14576,"(12533, 0.8629239201545715)","(12537, 0.858306348323822)","(12534, 0.8576256632804871)","(12536, 0.8528813123703003)","(12535, 0.8515697717666626)"
14577,"(12537, 0.841975212097168)","(12533, 0.8407017588615417)","(12534, 0.8385476469993591)","(12536, 0.8302878141403198)","(12535, 0.8297215104103088)"
14578,"(12533, 0.8400559425354004)","(12537, 0.8389561772346497)","(12534, 0.8346933126449585)","(12536, 0.8317301273345947)","(12535, 0.8296480178833008)"
14579,"(12537, 0.8516660332679749)","(12533, 0.8450551629066467)","(12534, 0.8440086245536804)","(12536, 0.8426668643951416)","(12535, 0.8385195136070251)"
14580,"(12533, 0.8437891602516174)","(12534, 0.8425233960151672)","(12537, 0.8407996892929077)","(12536, 0.8362500667572021)","(12535, 0.8302820920944214)"
14581,"(1988, 0.9231958985328674)","(1989, 0.9229493141174316)","(1357, 0.8796423077583313)","(14316, 0.8790330290794373)","(3301, 0.8778713941574097)"
14582,"(1989, 0.9136070609092712)","(1988, 0.9135133624076843)","(14317, 0.8790467381477356)","(14316, 0.8697726130485535)","(3301, 0.8683719038963318)"
14583,"(1988, 0.919657289981842)","(1989, 0.9158965945243835)","(14317, 0.8846661448478699)","(14316, 0.8818802237510681)","(3301, 0.8768340945243835)"
14584,"(1988, 0.930309534072876)","(1989, 0.9278122186660767)","(18008, 0.8839043378829956)","(3301, 0.8815702199935913)","(18004, 0.8764773011207581)"
14585,"(1988, 0.9253592491149902)","(1989, 0.9229351282119751)","(3301, 0.8809787631034851)","(1355, 0.8803637027740479)","(18008, 0.8795933723449707)"
14586,"(1988, 0.9204428195953369)","(1989, 0.9184978604316711)","(14317, 0.8967068195343018)","(14316, 0.8914403915405273)","(3301, 0.8857351541519165)"
